Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS_Automobile,MTRANS_Bike,MTRANS_Motorbike,MTRANS_Public_Transportation,MTRANS_Walking
1,0.44195869230769247,0.8037792273757143,0.6101010490451073,1,1,0.7217690000000001,0.5779689672140971,1.0,0,0.969746,0,0.402714,0.3694675,1.0,0,0,0,1,0
0,0.423045576923077,0.2255114017916422,0.46867703955048434,1,1,1.0,0.5779689672140971,1.0,0,0.00027200000000005,0,0.0004323333333333333,0.5,1.0,0,0,0,1,0
0,0.7396570384615383,0.3882087953688962,0.30177515979621605,1,1,0.5434490000000001,0.07913925926801246,1.0,0,0.5444644999999999,0,0.10180733333333333,0.5203935,0.0,1,0,0,0,0
0,0.423076923076923,0.35173485674281846,0.5431087716430382,1,1,1.0,0.5779689672140971,1.0,0,0.8686765000000001,0,0.0,0.038047,1.0,0,0,0,1,0
0,0.26327019230769233,0.31135537407045977,0.21518940158241862,1,1,0.379197,0.9924021753167553,1.0,0,0.587124,0,0.3068253333333333,0.6790815,1.0,0,0,0,1,0
0,0.08020192307692298,0.16287621536992347,0.13386069647415044,0,1,0.4862725,0.299265581596746,1.0,0,0.355537,1,0.031839,0.5955265,1.0,0,0,0,1,0
1,0.9264946153846153,0.5707078489450468,0.596112309204871,1,1,0.8512284999999999,0.5779689672140971,1.0,0,0.502597,0,0.10843766666666667,0.2095275,1.0,1,0,0,0,0
1,0.48303080769230766,0.6681543117929167,0.5962715417313331,1,1,0.8724970000000001,0.5779689672140971,1.0,0,0.739419,0,0.2281623333333333,0.3389545,1.0,0,0,0,1,0
0,0.423076923076923,0.3498191807298596,0.5425984837049365,1,1,1.0,0.5779689672140971,1.0,0,0.810988,0,0.0,0.0619305,1.0,0,0,0,1,0
1,0.3076923076923077,0.43754268419120246,0.1543718634165081,0,0,0.5,1.0,2.0,0,0.5,0,0.0,0.0,0.0,0,0,0,0,1
0,0.15521373076923073,0.44247740472508035,0.6589608515855493,1,1,1.0,0.5779689672140971,1.0,0,0.22064450000000002,0,0.47523733333333334,0.3311385,1.0,0,0,0,1,0
0,0.33571949999999995,0.40617087373469296,0.30404056015694914,1,1,0.5,0.5779689672140971,1.0,0,0.568775,0,0.0,0.0624885,0.0,0,0,0,1,0
0,0.1505788461538462,0.34873293345736744,0.04212034086117733,0,1,1.0,0.5779689672140971,1.0,0,0.962297,1,0.4508526666666666,0.1100435,1.0,0,0,0,1,0
1,0.2677856153846154,0.4686196289257567,0.2666233859718389,1,1,0.5,0.5779689672140971,1.0,0,0.4128145,0,0.2331973333333333,0.071028,1.0,0,0,0,1,0
1,0.5384615384615384,0.3234011144021931,0.3713914736901476,1,1,0.0,0.5779689672140971,1.0,0,0.0,0,0.0,0.0,1.0,0,0,0,1,0
1,0.6923076923076924,0.5897314439098813,0.20301418985715142,0,0,0.5,0.5779689672140971,1.0,0,0.5,0,1.0,0.5,1.0,1,0,0,0,0
1,0.6882937307692308,0.6351997382353334,0.4819320660221248,1,1,0.9512345,0.04399926735412707,1.0,0,0.800119,0,0.704664,0.2923775,1.0,1,0,0,0,0
1,0.29467523076923074,0.40011185873839317,0.4102242667930728,1,1,0.5,0.5779689672140971,1.0,0,0.5,0,0.0,0.052968,0.0,0,0,0,1,0
1,0.32000461538461533,0.48664828987393083,0.3190969466785136,1,1,0.8922355,0.20765572734094284,1.0,0,0.9920765,0,0.7214906666666666,0.101989,1.0,0,0,0,1,0
1,0.18018811538461543,0.47678265352516735,0.28943444442609334,1,0,0.3265405,0.4739037110876836,1.0,0,0.5960315,0,0.49164566666666665,0.259271,1.0,0,0,0,1,0
0,0.423076923076923,0.3928448454618265,0.5434584950032768,1,1,1.0,0.5779689672140971,1.0,0,0.9465585000000001,0,0.0,0.009655,1.0,0,0,0,1,0
1,0.3860103461538462,0.8075877510876741,0.6126945980234436,1,1,0.8150685,0.5779689672140971,1.0,0,0.9800439999999999,0,0.452156,0.0,1.0,0,0,0,1,0
0,0.9997376538461539,0.22401424486790944,0.300251143324787,1,1,0.5,0.5779689672140971,1.0,0,0.976253,0,0.0,0.0,0.0,1,0,0,0,0
1,0.3846153846153846,0.6277786338395512,0.438742387223346,1,0,0.5,0.5779689672140971,1.0,0,1.0,0,1.0,1.0,0.0,0,0,0,1,0
1,0.3040900769230769,0.5819355746932922,0.6035363106024174,1,1,0.985787,0.49669423092018805,1.0,0,0.48132299999999995,0,0.527944,0.252408,1.0,0,0,0,1,0
0,0.11538461538461531,0.47558987412087195,0.07953751504628759,0,0,0.5,0.5779689672140971,1.0,0,0.5,0,0.0,0.5,1.0,0,0,0,0,1
0,0.8708529615384614,0.43011397035743437,0.2971538394469616,1,1,0.9010640000000001,0.5779689672140971,1.0,0,0.37231400000000003,0,0.0,0.3605835,0.0,1,0,0,0,0
0,0.3957472307692308,0.44901961903348697,0.48942143522297266,1,1,1.0,0.5779689672140971,1.0,0,0.14959699999999998,0,0.078101,0.473444,1.0,0,0,0,1,0
0,0.423076923076923,0.3377962687120837,0.5097052703818513,1,1,1.0,0.5779689672140971,1.0,0,0.8436889999999999,0,0.0,0.2053255,1.0,0,0,0,1,0
0,0.19894850000000008,0.2958568512526085,0.039586906314886705,0,0,1.0,0.533139986849513,2.0,0,0.0,1,0.2565753333333333,0.0,1.0,0,0,0,1,0
0,0.11538461538461531,0.3614483043318626,0.14688842857948603,1,1,0.5,0.5779689672140971,1.0,0,0.0,0,0.3333333333333333,0.5,1.0,0,0,0,1,0
0,0.15015526923076916,0.5585118222130911,0.7027679436921217,1,1,1.0,0.5779689672140971,1.0,0,0.8424095,0,0.4884166666666666,0.4022455,1.0,0,0,0,1,0
1,0.6075485384615383,0.4156236980727197,0.45778011823033793,1,1,0.9776499999999999,0.3155547133691834,1.0,0,0.0,0,0.5794223333333333,0.1972665,0.0,0,0,0,1,0
0,0.2285362692307692,0.6904861099221367,0.7435473203814182,1,1,1.0,0.5779689672140971,1.0,0,0.8207445,0,0.16051833333333332,0.3676005,1.0,0,0,0,1,0
0,0.17200730769230776,0.6540768515189392,0.9097149853769566,1,1,1.0,0.5779689672140971,1.0,0,0.5346285,0,0.6622153333333333,0.4735455,1.0,0,0,0,1,0
1,0.31713107692307696,0.4907478745888527,0.2694948996537616,1,1,0.78105,0.6222851798738465,1.0,0,0.08621350000000005,0,0.061639,0.461541,1.0,0,0,0,1,0
1,0.6836341538461538,0.8812509155105075,0.46480011143133804,1,1,0.5,0.202756791112364,1.0,0,0.5878159999999999,0,0.3333333333333333,0.0,1.0,0,0,0,0,1
0,0.2355806923076923,0.6039591905840815,0.12642841091423945,1,1,0.6856690000000001,0.9994792137055422,2.0,0,0.6317330000000001,0,0.6666666666666666,0.422002,0.0,0,0,0,1,0
